mode,id,year,subject,difficulty,stem,option_a,option_b,option_c,option_d,correct,feedback_correct,feedback_wrong
ENEM,ENEM2023-Q034,2023,História,fácil,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Show! 👏,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q049,2024,Geografia,fácil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Você tá voando! 🛫,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q040,2024,Química,fácil,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Show! 👏,Respira e vai de novo. 😌
ENEM,ENEM2023-Q092,2023,Português,fácil,Classifique o sujeito em: ‘Fizemos a prova.’,sujeito simples,sujeito composto,sujeito oculto,sujeito indeterminado,C,Brilhou agora! 🌟,Respira e vai de novo. 😌
ENEM,ENEM2022-Q064,2022,Química,médio,O NaCl apresenta ligação:,iônica,covalente apolar,metálica,hidrogênio,A,Você tá voando! 🛫,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q027,2024,Química,médio,Uma solução ácida tem pH:,menor que 7,igual a 7,maior que 7,igual a 14,A,Excelente! 🧠,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q018,2024,Química,fácil,O NaCl apresenta ligação:,iônica,covalente apolar,metálica,hidrogênio,A,Excelente! 🧠,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q013,2024,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Acertou em cheio! 🎯,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q074,2024,Português,médio,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Brilhou agora! 🌟,Não desanima! Você consegue. 💪
ENEM,ENEM2024-Q060,2024,Biologia,médio,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Brilhou agora! 🌟,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q022,2024,Artes,difícil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Você tá voando! 🛫,Anota e revisa depois. 📝
ENEM,ENEM2023-Q088,2023,Português,difícil,Classifique o sujeito em: ‘O carro chegou cedo.’,sujeito simples,sujeito composto,sujeito oculto,sujeito indeterminado,A,Você tá voando! 🛫,Ops! Passou raspando. 🪒
ENEM,ENEM2022-Q016,2022,Sociologia,médio,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Mandou bem! 🚀,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q093,2023,Artes,médio,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Você tá voando! 🛫,Respira e vai de novo. 😌
ENEM,ENEM2023-Q029,2023,Filosofia,difícil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Brilhou agora! 🌟,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q022,2023,Química,difícil,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Show! 👏,Anota e revisa depois. 📝
ENEM,ENEM2024-Q085,2024,Geografia,fácil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Mandou bem! 🚀,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q096,2023,Português,difícil,"Em ‘chutar o balde’, o sentido é:",literal,metafórico/idiomático,onomatopeico,comparativo,B,Mandou bem! 🚀,Respira e vai de novo. 😌
ENEM,ENEM2022-Q049,2022,História,fácil,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Mandou bem! 🚀,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q047,2023,Química,médio,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Muito bem! ✅,Respira e vai de novo. 😌
ENEM,ENEM2023-Q078,2023,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Top demais! ✨,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2024-Q062,2024,História,médio,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Show! 👏,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q042,2023,Química,fácil,Uma solução ácida tem pH:,menor que 7,igual a 7,maior que 7,igual a 14,A,Você tá voando! 🛫,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2024-Q097,2024,Artes,fácil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Brilhou agora! 🌟,Não desanima! Você consegue. 💪
ENEM,ENEM2023-Q079,2023,Português,médio,Classifique o sujeito em: ‘Os alunos e o professor saíram.’,sujeito simples,sujeito composto,sujeito oculto,sujeito indeterminado,B,Você tá voando! 🛫,Anota e revisa depois. 📝
ENEM,ENEM2022-Q099,2022,Geografia,fácil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Excelente! 🧠,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2024-Q077,2024,Português,médio,Qual frase está correta?,Houve problemas no teste.,Houveram problemas no teste.,Precisa-se de voluntario.,Fazem dois anos que estudei.,A,Brilhou agora! 🌟,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q053,2023,Física,difícil,Energia cinética depende de:,massa e v²,apenas massa,apenas velocidade,apenas altura,A,Show! 👏,Respira e vai de novo. 😌
ENEM,ENEM2024-Q100,2024,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Muito bem! ✅,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q099,2024,Geografia,difícil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Show! 👏,Não desanima! Você consegue. 💪
ENEM,ENEM2024-Q026,2024,Matemática,fácil,Calcule 20 × 7.,144,124,163,140,D,Brilhou agora! 🌟,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q012,2024,Artes,médio,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Você tá voando! 🛫,Respira e vai de novo. 😌
ENEM,ENEM2022-Q074,2022,Física,difícil,Energia cinética depende de:,massa e v²,apenas massa,apenas velocidade,apenas altura,A,Muito bem! ✅,Ops! Passou raspando. 🪒
ENEM,ENEM2022-Q095,2022,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Top demais! ✨,Não desanima! Você consegue. 💪
ENEM,ENEM2023-Q084,2023,Geografia,médio,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Você tá voando! 🛫,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q072,2024,Geografia,fácil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Excelente! 🧠,Anota e revisa depois. 📝
ENEM,ENEM2023-Q016,2023,Física,médio,Unidade SI de força:,Newton (N),Joule (J),Watt (W),Pascal (Pa),A,Excelente! 🧠,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q007,2024,Matemática,médio,Calcule 17 × 17.,307,289,280,294,B,Acertou em cheio! 🎯,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q045,2024,Biologia,fácil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Brilhou agora! 🌟,Respira e vai de novo. 😌
ENEM,ENEM2022-Q019,2022,Matemática,médio,Quanto é 999 + 680?,1682,1689,1669,1679,D,Show! 👏,Anota e revisa depois. 📝
ENEM,ENEM2023-Q030,2023,Química,difícil,Uma solução ácida tem pH:,menor que 7,igual a 7,maior que 7,igual a 14,A,Top demais! ✨,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q091,2022,Física,difícil,Energia cinética depende de:,massa e v²,apenas massa,apenas velocidade,apenas altura,A,Show! 👏,Ops! Passou raspando. 🪒
ENEM,ENEM2022-Q015,2022,História,médio,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Acertou em cheio! 🎯,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q052,2023,Artes,fácil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Você tá voando! 🛫,Não desanima! Você consegue. 💪
ENEM,ENEM2024-Q091,2024,Física,difícil,1ª lei de Newton:,princípio da inércia,ação e reação,princípio do trabalho,conservação de carga,A,Excelente! 🧠,Anota e revisa depois. 📝
ENEM,ENEM2022-Q078,2022,Biologia,médio,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Mandou bem! 🚀,Não desanima! Você consegue. 💪
ENEM,ENEM2023-Q062,2023,Matemática,fácil,Área de triângulo: base 20 e altura 11.,110 cm²,106 cm²,114 cm²,118 cm²,A,Acertou em cheio! 🎯,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q014,2023,Geografia,difícil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Acertou em cheio! 🎯,Anota e revisa depois. 📝
ENEM,ENEM2023-Q021,2023,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Mandou bem! 🚀,Não desanima! Você consegue. 💪
ENEM,ENEM2022-Q018,2022,Português,difícil,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Você tá voando! 🛫,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q098,2024,Química,médio,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Show! 👏,Não desanima! Você consegue. 💪
ENEM,ENEM2022-Q039,2022,Português,difícil,"Em ‘chutar o balde’, o sentido é:",literal,metafórico/idiomático,onomatopeico,comparativo,B,Show! 👏,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q081,2022,Português,médio,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Brilhou agora! 🌟,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q025,2024,Biologia,difícil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Show! 👏,Respira e vai de novo. 😌
ENEM,ENEM2022-Q083,2022,Biologia,fácil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Acertou em cheio! 🎯,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q060,2023,Sociologia,médio,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Acertou em cheio! 🎯,Não desanima! Você consegue. 💪
ENEM,ENEM2024-Q059,2024,Matemática,difícil,Quanto é 115 + 466?,591,589,581,571,C,Você tá voando! 🛫,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q065,2023,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Mandou bem! 🚀,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q005,2024,Português,fácil,"Em ‘chutar o balde’, o sentido é:",literal,metafórico/idiomático,onomatopeico,comparativo,B,Acertou em cheio! 🎯,Respira e vai de novo. 😌
ENEM,ENEM2023-Q075,2023,Português,fácil,Classifique o sujeito em: ‘O carro chegou cedo.’,sujeito simples,sujeito composto,sujeito oculto,sujeito indeterminado,A,Brilhou agora! 🌟,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q015,2023,Artes,difícil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Acertou em cheio! 🎯,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q065,2024,Português,difícil,"Em ‘chutar o balde’, o sentido é:",literal,metafórico/idiomático,onomatopeico,comparativo,B,Muito bem! ✅,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q066,2024,Português,fácil,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Acertou em cheio! 🎯,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q045,2023,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Você tá voando! 🛫,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q094,2023,Geografia,médio,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Mandou bem! 🚀,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q019,2023,Geografia,fácil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Você tá voando! 🛫,Anota e revisa depois. 📝
ENEM,ENEM2023-Q027,2023,Biologia,fácil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Você tá voando! 🛫,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q069,2024,Filosofia,médio,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Você tá voando! 🛫,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q098,2023,Matemática,médio,Quanto é 630 + 470?,1100,1110,1090,1120,A,Mandou bem! 🚀,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q078,2024,História,médio,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Acertou em cheio! 🎯,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q038,2024,Química,fácil,O NaCl apresenta ligação:,iônica,covalente apolar,metálica,hidrogênio,A,Mandou bem! 🚀,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q088,2024,Biologia,fácil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Acertou em cheio! 🎯,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q015,2024,Física,médio,1ª lei de Newton:,princípio da inércia,ação e reação,princípio do trabalho,conservação de carga,A,Brilhou agora! 🌟,Respira e vai de novo. 😌
ENEM,ENEM2024-Q081,2024,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Você tá voando! 🛫,Não desanima! Você consegue. 💪
ENEM,ENEM2024-Q070,2024,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Brilhou agora! 🌟,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q093,2024,Biologia,médio,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Acertou em cheio! 🎯,Anota e revisa depois. 📝
ENEM,ENEM2022-Q045,2022,Física,fácil,Unidade SI de força:,Newton (N),Joule (J),Watt (W),Pascal (Pa),A,Você tá voando! 🛫,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2022-Q051,2022,Sociologia,difícil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Acertou em cheio! 🎯,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q066,2022,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Mandou bem! 🚀,Respira e vai de novo. 😌
ENEM,ENEM2024-Q056,2024,Biologia,médio,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Mandou bem! 🚀,Não desanima! Você consegue. 💪
ENEM,ENEM2022-Q027,2022,Matemática,difícil,Área de triângulo: base 28 e altura 7.,106 cm²,94 cm²,98 cm²,102 cm²,C,Mandou bem! 🚀,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2022-Q061,2022,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Show! 👏,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q038,2022,Artes,médio,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Top demais! ✨,Anota e revisa depois. 📝
ENEM,ENEM2024-Q009,2024,Filosofia,médio,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Acertou em cheio! 🎯,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2023-Q066,2023,Biologia,fácil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Você tá voando! 🛫,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q010,2024,Artes,fácil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Você tá voando! 🛫,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q087,2023,História,fácil,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Você tá voando! 🛫,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q030,2024,Artes,fácil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Você tá voando! 🛫,Respira e vai de novo. 😌
ENEM,ENEM2024-Q083,2024,Português,fácil,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Excelente! 🧠,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q099,2023,Física,difícil,1ª lei de Newton:,princípio da inércia,ação e reação,princípio do trabalho,conservação de carga,A,Acertou em cheio! 🎯,Não desanima! Você consegue. 💪
ENEM,ENEM2022-Q050,2022,Filosofia,fácil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Muito bem! ✅,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q037,2024,Geografia,difícil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Excelente! 🧠,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q036,2023,Geografia,médio,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Muito bem! ✅,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q030,2022,Artes,fácil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Top demais! ✨,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q063,2023,Física,fácil,Unidade SI de força:,Newton (N),Joule (J),Watt (W),Pascal (Pa),A,Show! 👏,Anota e revisa depois. 📝
ENEM,ENEM2024-Q090,2024,Matemática,médio,Preço 432 com 30% de desconto. Preço final:,R$ 302.40,R$ 280.80,R$ 324.00,R$ 291.01,A,Acertou em cheio! 🎯,Não desanima! Você consegue. 💪
ENEM,ENEM2022-Q020,2022,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Acertou em cheio! 🎯,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2022-Q044,2022,Geografia,médio,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Mandou bem! 🚀,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q100,2023,Artes,médio,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Muito bem! ✅,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q086,2022,Química,fácil,O NaCl apresenta ligação:,iônica,covalente apolar,metálica,hidrogênio,A,Excelente! 🧠,Não desanima! Você consegue. 💪
ENEM,ENEM2022-Q057,2022,Química,médio,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Excelente! 🧠,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2022-Q087,2022,Português,médio,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Excelente! 🧠,Respira e vai de novo. 😌
ENEM,ENEM2023-Q091,2023,História,médio,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Excelente! 🧠,Respira e vai de novo. 😌
ENEM,ENEM2022-Q080,2022,Química,médio,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Top demais! ✨,Respira e vai de novo. 😌
ENEM,ENEM2024-Q023,2024,Química,fácil,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Excelente! 🧠,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2023-Q002,2023,Português,fácil,Classifique o sujeito em: ‘Os alunos e o professor saíram.’,sujeito simples,sujeito composto,sujeito oculto,sujeito indeterminado,B,Top demais! ✨,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2022-Q021,2022,Artes,fácil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Acertou em cheio! 🎯,Não desanima! Você consegue. 💪
ENEM,ENEM2023-Q035,2023,História,médio,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Mandou bem! 🚀,Anota e revisa depois. 📝
ENEM,ENEM2023-Q003,2023,Biologia,difícil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Top demais! ✨,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q051,2023,Sociologia,médio,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Excelente! 🧠,Não desanima! Você consegue. 💪
ENEM,ENEM2023-Q012,2023,Filosofia,difícil,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Mandou bem! 🚀,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2022-Q063,2022,Física,fácil,Energia cinética depende de:,massa e v²,apenas massa,apenas velocidade,apenas altura,A,Excelente! 🧠,Quase! Tenta a próxima. 😉
ENEM,ENEM2022-Q028,2022,Português,fácil,Qual frase está correta?,Houve problemas no teste.,Houveram problemas no teste.,Precisa-se de voluntario.,Fazem dois anos que estudei.,A,Excelente! 🧠,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q017,2024,Geografia,difícil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Muito bem! ✅,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q080,2024,Geografia,médio,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Mandou bem! 🚀,Não desanima! Você consegue. 💪
ENEM,ENEM2022-Q046,2022,Sociologia,médio,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Muito bem! ✅,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2023-Q086,2023,Português,fácil,Qual frase está correta?,Houve problemas no teste.,Houveram problemas no teste.,Precisa-se de voluntario.,Fazem dois anos que estudei.,A,Brilhou agora! 🌟,Respira e vai de novo. 😌
ENEM,ENEM2024-Q071,2024,Português,médio,Classifique o sujeito em: ‘Choveu muito.’,sujeito simples,sujeito composto,sujeito oculto,sujeito indeterminado,D,Muito bem! ✅,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2022-Q088,2022,Sociologia,médio,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Brilhou agora! 🌟,Respira e vai de novo. 😌
ENEM,ENEM2023-Q067,2023,Química,fácil,Uma solução ácida tem pH:,menor que 7,igual a 7,maior que 7,igual a 14,A,Brilhou agora! 🌟,Ops! Passou raspando. 🪒
ENEM,ENEM2022-Q011,2022,Física,médio,1ª lei de Newton:,princípio da inércia,ação e reação,princípio do trabalho,conservação de carga,A,Mandou bem! 🚀,Respira e vai de novo. 😌
ENEM,ENEM2024-Q067,2024,Biologia,fácil,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Você tá voando! 🛫,Ops! Passou raspando. 🪒
ENEM,ENEM2022-Q059,2022,Física,fácil,Unidade SI de força:,Newton (N),Joule (J),Watt (W),Pascal (Pa),A,Excelente! 🧠,Anota e revisa depois. 📝
ENEM,ENEM2024-Q089,2024,Geografia,fácil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Show! 👏,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q014,2024,Artes,médio,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Excelente! 🧠,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q008,2024,Português,médio,"Em ‘chutar o balde’, o sentido é:",literal,metafórico/idiomático,onomatopeico,comparativo,B,Top demais! ✨,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2024-Q020,2024,Geografia,médio,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Você tá voando! 🛫,Quase! Tenta a próxima. 😉
ENEM,ENEM2023-Q061,2023,Matemática,médio,Preço 333 com 20% de desconto. Preço final:,R$ 266.40,R$ 274.30,R$ 249.75,R$ 283.05,A,Show! 👏,Anota e revisa depois. 📝
ENEM,ENEM2022-Q040,2022,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Mandou bem! 🚀,Quase! Tenta a próxima. 😉
ENEM,ENEM2024-Q036,2024,História,médio,Ano da Proclamação da República no Brasil:,1889,1822,1930,1964,A,Você tá voando! 🛫,Ops! Passou raspando. 🪒
ENEM,ENEM2022-Q010,2022,Filosofia,médio,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Muito bem! ✅,Ops! Passou raspando. 🪒
ENEM,ENEM2024-Q024,2024,Química,médio,Principal gás do efeito estufa de fósseis:,CO₂,O₂,N₂,H₂,A,Você tá voando! 🛫,Respira e vai de novo. 😌
ENEM,ENEM2022-Q022,2022,Sociologia,fácil,"Para Durkheim, fato social tem caráter:",coercitivo,biológico,apenas jurídico,subjetivo,A,Brilhou agora! 🌟,Vai estudar mais e volte amanhã… 😅
ENEM,ENEM2024-Q004,2024,Português,médio,"Em ‘chutar o balde’, o sentido é:",literal,metafórico/idiomático,onomatopeico,comparativo,B,Show! 👏,Anota e revisa depois. 📝
ENEM,ENEM2022-Q037,2022,Geografia,difícil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Acertou em cheio! 🎯,Não desanima! Você consegue. 💪
ENEM,ENEM2023-Q082,2023,Filosofia,médio,"Para Sócrates, ‘conhecer-se’ conduz à:",virtude,riqueza,prazer,poder político,A,Você tá voando! 🛫,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2024-Q057,2024,Biologia,médio,A organela que produz ATP é:,Mitocôndria,Ribossomo,Lisossomo,Complexo Golgiense,A,Acertou em cheio! 🎯,Ops! Passou raspando. 🪒
ENEM,ENEM2023-Q018,2023,Geografia,fácil,O Egito fica em qual continente?,África,Ásia,Europa,Oceania,A,Você tá voando! 🛫,Anota e revisa depois. 📝
ENEM,ENEM2024-Q073,2024,Artes,difícil,O Cubismo associa-se a:,Picasso e Braque,Monet e Van Gogh,Tarsila e Portinari,Michelangelo e Rafael,A,Brilhou agora! 🌟,Boa tentativa! Revise esse tema. 📚
ENEM,ENEM2023-Q095,2023,Português,fácil,Escolha a frase com concordância adequada:,Existem muitas oportunidades.,Houveram problemas ontem.,Precisam-se de ajuda urgente.,Fazem cinco anos.,A,Você tá voando! 🛫,Não desanima! Você consegue. 💪
